"","GWPmin","GWP10","GWP25","GWPmed","GWP75","GWP90","GWPmax"
"discount1.057",18.3434759375748,31.8222193005466,41.034648141619,49.102088815332,58.2349534766942,64.9774317278351,70.2116400742472
"discount1.058",18.7255433530592,32.5517222682884,41.7974677309386,49.8727404522358,58.9109282432786,65.6376562447343,70.8668521243956
"discount1.059",19.114394126731,33.1911204197024,42.5701446269781,50.6326671282716,59.5737459479226,66.2806228932846,71.5087096750886
"discount1.06",19.5097559047196,33.7907810439222,43.3112457297652,51.4290414549326,60.2023352304785,66.9329998632058,72.1375767742255
"discount1.061",19.9113579592496,34.3951888561294,44.061289177896,52.1521434709381,60.8705581494884,67.5745738325556,72.753805492616
"discount1.062",20.3189316886649,35.0012580330785,44.8099311896316,52.8773147320417,61.5364761949414,68.1842698630828,73.3577363460734
"discount1.063",20.7322110603544,35.6704778938235,45.609982748765,53.6976519774214,62.1752692692437,68.769265374221,73.9496986967178
"discount1.064",21.1509330049914,36.3549276843973,46.4065177993864,54.3913198699425,62.7855952565829,69.3433907912795,74.5300111431794
"discount1.065",21.5748377561603,37.0761019701374,47.1169130057112,55.0258468967536,63.4261937673848,69.9075574879527,75.0989819132895
"discount1.066",22.0036691586066,37.8119751000329,47.8704968644195,55.7388351245143,64.0680792254239,70.4619975081098,75.6569092324152
"discount1.067",22.4371749313107,38.4602059008889,48.5472703591452,56.4374143109193,64.6997999888242,71.0069362711528,76.2040816800289
"discount1.068",22.8751068946209,39.1073947059319,49.2192641978684,57.16384494879,65.2724205138617,71.5425927759612,76.7407785484957
"discount1.069",23.3172211733991,39.763579832881,49.8899977329705,57.7862662623875,65.8668783416444,72.0691798053911,77.267270165676
"discount1.07",23.7632783686183,40.4426481446261,50.5955209254987,58.5160150526698,66.4107037010284,72.5869041187179,77.7838182399169
"discount1.071",24.21304369945,41.1482560923695,51.2662025929029,59.1647868385462,66.9945808804956,73.0957579247807,78.2906761603457
"discount1.072",24.6662871293586,41.8695378457491,51.9732852005531,59.8058576623718,67.5569418680581,73.5960464255575,78.7880892944938
"discount1.073",25.1227834654284,42.5520159466547,52.6272302203322,60.4618416924181,68.0915089888925,74.0881089381996,79.2762953025741
"discount1.074",25.5823124424041,43.2299581601836,53.2301095662839,61.0559967399229,68.6703406248805,74.5721264495367,79.7555243949183
"discount1.075",26.0446587877744,43.9029322610916,53.8896580187581,61.622148746905,69.2308602664149,75.0482750362667,80.2259996156766
"discount1.076",26.5096122690211,44.5612078996473,54.4482409022666,62.2515375410777,69.7748883181578,75.5173014389818,80.6879370986736
"discount1.077",26.9769677314612,45.2130252290028,55.076546226649,62.8819427916926,70.2890864329022,75.979007111103,81.1415463125086
"discount1.078",27.4465251190488,45.8600643478961,55.6698196865949,63.4722623379552,70.833295567593,76.4326108767533,81.5870303134299
"discount1.079",27.9180894844704,46.5022582006589,56.2638519608075,64.0020858669447,71.3595514586644,76.8789714788633,82.0245859604674
"discount1.08",28.3914709873484,47.1395459351935,56.9237843517858,64.5111690599886,71.8393681826892,77.3182450660747,82.4544041512154
"discount1.081",28.8664848863676,47.8153991330713,57.5929621038144,65.0375180576791,72.3442486495817,77.7505835718275,82.8766700278054
"discount1.082",29.3429515175086,48.4291952081192,58.2254787224458,65.5799549874989,72.8332247523522,78.1761348486094,83.2915631794692
"discount1.083",29.8206962676464,49.0182992971951,58.7859137143857,66.1361994668143,73.3369858733712,78.5950427961521,83.6992578503107
"discount1.084",30.2995495377815,49.6033554898873,59.3600709086548,66.7051737291042,73.8129741373843,79.0074474879077,84.0999231110296
"discount1.085",30.7793467049675,50.2056398869628,59.9252516800946,67.2350072954182,74.2969662988122,79.4134852899414,84.4937230586005
"discount1.086",31.2599280717934,50.8219460977155,60.5118639926279,67.7624926568782,74.7846401628375,79.8132889796777,84.8808169784651
"discount1.087",31.7411388143859,51.4333739273741,61.1104224466891,68.2980064894803,75.260533801869,80.2069878556966,85.2613595183804
"discount1.088",32.2228289247828,52.0398602083686,61.6605306385383,68.8258123642401,75.7081147572343,80.5947078480703,85.635500845674
"discount1.089",32.7048531490033,52.670451748503,62.190539667806,69.3377975552439,76.167554380284,80.9765716231768,86.0033868049473
"discount1.09",33.1870709199414,53.2661969342519,62.7143608573815,69.8188632807069,76.6255318091597,81.3526986834864,86.3651590634846
"discount1.091",33.6693462892889,53.8565369159381,63.2320650160235,70.3012004153269,77.0764637282531,81.7241224742147,86.7209552557712
"discount1.092",34.1515478539089,54.4414631285166,63.7389511208079,70.7648358716548,77.5208402395744,82.0911570171361,87.0709091252511
"discount1.093",34.633548682949,55.0113628440594,64.2373846955996,71.238960246227,77.9626112724054,82.4528773486132,87.4151506455269
"discount1.094",35.1152262362939,55.5752448257048,64.7271970905839,71.6825593237559,78.3750739581222,82.8136588008238,87.7538061579494
"discount1.095",35.5964622894645,56.0217418461403,65.2079588281146,72.1522580023693,78.7502512001823,83.1745880989099,88.0869984872363
"discount1.096",36.077142849646,56.4459685751237,65.6828220476904,72.6154579189444,79.1514899249038,83.5305804172561,88.4148470632778
"discount1.097",36.5571580742909,56.8686235013976,66.1518694704613,73.0793092711957,79.5499214369507,83.8748255848084,88.7374680273396
"discount1.098",37.0364021881914,57.3748980417385,66.6151829455569,73.5359606357098,79.9357032119647,84.2110115173418,89.0549743479277
"discount1.099",37.5147733971998,57.9193650055876,67.0823728570807,73.966940849958,80.3290740484201,84.5424606018584,89.3674759191091
"discount1.1",37.9921738043128,58.4481193169345,67.5561420033197,74.4100059799858,80.7168714227769,84.8694493009218,89.6750796644982
"discount1.101",38.4685093236635,58.9698857644957,68.0365703824015,74.8665248805898,81.1041938987511,85.195951340534,89.9778896295188
"discount1.102",38.943689594394,59.3838256507114,68.5194933536361,75.314154478381,81.4697067684788,85.5186215810839,90.2760070873766
"discount1.103",39.4176278948247,59.8432908599716,68.9899384895989,75.7357390084668,81.804191051267,85.8369318089588,90.5695306046961
"discount1.104",39.8902410549781,60.3510101663552,69.462949262374,76.1384286967082,82.1385262193802,86.1501284564101,90.8585561547966
"discount1.105",40.3614493737432,60.7998920139226,69.9155666283155,76.5361243001137,82.4762901514016,86.4587859958901,91.143177175532
"discount1.106",40.831176529795,61.239467113532,70.3493792115744,76.9453395272532,82.8300204834383,86.7632108422191,91.4234846718124
"discount1.107",41.2993494999882,61.674358950809,70.769475469449,77.3588201743866,83.1787432817285,87.0634797449122,91.6995672725714
"discount1.108",41.7658984715211,62.1380581334841,71.1954134659743,77.7746118801283,83.5246380880186,87.3596677284179,91.9715113212645
"discount1.109",42.2307567607844,62.5596611067673,71.6145101326383,78.1539414593009,83.8620465642684,87.6518481433065,92.2394009361648
"discount1.11",42.6938607284265,62.9828476192221,72.0068772433609,78.5174645944853,84.1946399035586,87.9406174484735,92.5033180834988
"discount1.111",43.155149698707,63.4862351488818,72.4497872721784,78.8736226124825,84.531948039284,88.2257033788977,92.7633426442984
"discount1.112",43.6145658767952,63.9008284650873,72.8158556615294,79.2525746222871,84.8638326818313,88.5069712471632,93.0195524789008
"discount1.113",44.0720542700017,64.2746139478942,73.2395370870807,79.6330847033898,85.1892611746924,88.7844887176011,93.272023484829
"discount1.114",44.5275626072695,64.6531985888984,73.6663972146161,79.9723107731778,85.5093248848363,89.0587942693934,93.5208296589695
"discount1.115",44.9810412615562,65.1140552755374,74.0951232852023,80.3458771166206,85.8249638084664,89.3374477748117,93.7660431533406
"discount1.116",45.4324431737536,65.5788774016625,74.4902364914758,80.7084010698497,86.1362583590893,89.6230584469099,94.0077343363872
"discount1.117",45.8817237757812,66.038937797625,74.7899868383276,81.0277497680899,86.4432872264799,89.8893652496446,94.2459718382233
"discount1.118",46.3288409166457,66.4935740519015,75.0827140750738,81.3768945630493,86.7461274095945,90.1675058311535,94.4808226030009
"discount1.119",46.7737547901484,66.9429230857614,75.4726824333245,81.7281266952095,87.0448542562415,90.4418970311972,94.7123519480252
"discount1.12",47.2164278614066,67.3688389456807,75.8618785314765,82.0747985275595,87.3395415002785,90.6976579476258,94.9406236030177
"discount1.121",47.6568247981958,67.7759541971374,76.2481841613667,82.4025319301079,87.6302612965436,90.9634817091666,95.1656997546404
"discount1.122",48.0949124004303,68.1788249437675,76.6324953803665,82.7187207767879,87.9167661469508,91.2144590857236,95.3876410984031
"discount1.123",48.5306595332836,68.5774919198105,76.929016998994,83.0266206490547,88.1993891856792,91.458570200517,95.6065068762434
"discount1.124",48.9640370609189,68.9719960665088,77.2383501119952,83.3344317776245,88.4782588650203,91.6994933204992,95.8223549282825
"discount1.125",49.3950177803489,69.3623784894367,77.5777359814041,83.6482075779793,88.7534412964169,91.9372834325305,96.0352417157339
"discount1.126",49.8235763592265,69.7486804181635,77.9185741703879,83.958103364439,89.0250011837593,92.1719943769251,96.2452223778548
"discount1.127",50.2496892734436,70.1309431706257,78.2555667422526,84.2677266360889,89.2930018561702,92.4036788727807,96.45235075839
"discount1.128",50.6733347458989,70.4771942541603,78.5887659440252,84.5729587544052,89.5575053036978,92.6323885489263,96.6566794447044
"discount1.129",51.094492687773,70.7977061784317,78.9182232870691,84.8741941395373,89.8185722043,92.8581739713519,96.8582598096318
"discount1.13",51.5131446399232,71.1152947828926,79.2439895533808,85.1852592425377,90.0762619572966,93.0813673460463,97.0571420305903
"discount1.131",51.9292737171717,71.4299889680975,79.5661148028233,85.488706836267,90.330632711608,93.3034566957502,97.2533751417044
"discount1.132",52.3428645521527,71.7418174737681,79.8871577140265,85.7856626147136,90.584092923744,93.53818486796,97.4470070473898
"discount1.133",52.7539032423463,72.0508088723637,80.2064071776289,86.0848992577207,90.8349803887871,93.7477001479345,97.6380845698539
"discount1.134",53.1623772969576,72.3569915635095,80.5221100094846,86.384434157788,91.0826825442454,93.9597495961002,97.8266534629746
"discount1.135",53.5682755864082,72.6603937682614,80.8343129368071,86.6801093680759,91.3272520714883,94.1717029419679,98.012758454814
"discount1.136",53.9715882927987,72.9610435251125,81.1430620687067,86.9719876239812,91.5687406126516,94.3744694868063,98.1964432677257
"discount1.137",54.3723068595065,73.2589686846385,81.4484029009974,87.260130511307,91.80719879958,94.5883258794493,98.3777506497287
"discount1.138",54.7704239472581,73.5541969052417,81.7503803218463,87.5445984849496,92.0426762709514,94.7858091537308,98.556722396557
"discount1.139",55.1659333845639,73.8467556491511,82.0490386157473,87.814549018321,92.2752216939647,94.9810531043306,98.7333993782859
"discount1.14",55.5588301266605,74.1802246362723,82.3444214704187,88.0831485916916,92.5048827889674,95.1742550098859,98.9078215698972
"discount1.141",55.9491102087991,74.5133482857987,82.6365719799878,88.3450242417189,92.7317063464071,95.3651501157608,99.0800280683656
"discount1.142",56.3367707071091,74.8430524025315,82.9255326515037,88.6011154283831,92.9557382484404,95.5537750213155,99.2500571122012
"discount1.143",56.7218096950128,75.169375001322,83.2085009926651,88.8583894992078,93.1770234875382,95.7401656184754,99.4179461178438
"discount1.144",57.1042262049244,75.4923538615223,83.4861689978736,89.1168127949468,93.3956061873103,95.9265789086471,99.5837316871544
"discount1.145",57.4840201892754,75.8120265201141,83.7544007701356,89.375336476764,93.6115296194856,96.1112338426342,99.7474496370551
"discount1.146",57.8611924829047,76.1284302590054,84.0143162981767,89.6312233282003,93.8248362220553,96.293686936759,99.9091350160245
"discount1.147",58.2357447664861,76.4416020952421,84.3028054742372,89.8829788665828,94.035567621091,96.4741368001526,100.068822124909
"discount1.148",58.6076795314772,76.7515787734089,84.6008040745638,90.131692983909,94.243764643635,96.6527173961808,100.226544537884
"discount1.149",58.9770000455301,77.0589674850168,84.8740234216442,90.3774124440603,94.4494673360868,96.8291953464838,100.382335115019
"discount1.15",59.3437103196898,77.3667791988184,85.1423181257617,90.6201831850762,94.6527149841133,97.0036037341172,100.536226031349
