Region,Site,Patch_id,Species,Patch_coord_lat,Patch_coord_lon,iso_18O_all,iso_13C_all,prod,bowen_18O_annual,bowen_18O_AprSep,bowen_18O_JanApr,bowen_18O_annual.w,bowen_18O_AprSep.w,bowen_18O_JanApr.w,HWT_end_season,elevation,avt,evap,precip,samp_year
Finland (S),Tervalamminsuo,1,S.fuscum,60.38738,23.58343,22.1681592,-27.5305102,236.251946206667,-12.04003684,-10.1875294,-13.59316778,-12.08837003,-10.13629916,-13.52080834,16,76,14.1829010015,537.13424091,348.35006829,2013
Finland (S),Tervalamminsuo,3,S.fuscum,60.38772,23.58385,21.70811962,-27.6545677,233.2271762,-12.04003684,-10.1875294,-13.59316778,-12.08837003,-10.13629916,-13.52080834,16,78,14.1829010015,537.13424091,348.35006829,2013
Finland (S),Tervalamminsuo,1,S.magellanicum,60.38716,23.58515,21.69222866,-28.47438776,26.0509554133333,-12.04003684,-10.1875294,-13.59316778,-12.08837003,-10.13629916,-13.52080834,1.5,79,14.1829010015,537.13424091,348.35006829,2013
Finland (S),Tervalamminsuo,3,S.magellanicum,60.38734,23.58524,21.99845156,-27.13764274,19.1719745233333,-12.04003684,-10.1875294,-13.59316778,-12.08837003,-10.13629916,-13.52080834,4,79,14.1829010015,537.13424091,348.35006829,2013
Italy (N),Lupicino,1,S.fuscum,46.42944444,11.41222222,24.44422365,-25.88083061,,-10.47249679,-8.585694551,-12.27849245,-9.79962875,-8.546988828,-12.04682551,14,1288,11.1155334461667,549.55366317,667.25306737,2013
Italy (N),Lupicino,3,S.fuscum,46.42944444,11.41222222,22.71176949,-25.64044599,,-10.47249679,-8.585694551,-12.27849245,-9.79962875,-8.546988828,-12.04682551,8,1288,11.1155334461667,549.55366317,667.25306737,2013
Italy (N),Lupicino,1,S.magellanicum,46.42944444,11.41222222,22.14361846,-27.58193535,,-10.47249679,-8.585694551,-12.27849245,-9.79962875,-8.546988828,-12.04682551,2,1288,11.1155334461667,549.55366317,667.25306737,2013
Italy (N),Lupicino,3,S.magellanicum,46.42944444,11.41222222,21.61340439,-27.68729542,,-10.47249679,-8.585694551,-12.27849245,-9.79962875,-8.546988828,-12.04682551,5,1288,11.1155334461667,549.55366317,667.25306737,2013
Poland (N),Tuchola (BT),1,S.fuscum,53.8296014,17.5632897,22.58802276,-28.49300806,630.601556966667,-10.09149659,-8.520448923,-11.5125432,-9.796742583,-8.458114911,-11.74688878,21,127,15.5363606766667,438.33312961,380.63222149,2013
Poland (N),Tuchola (BT),2,S.magellanicum,53.8296014,17.5632897,22.97642489,-26.49749923,268.0254777,-10.09149659,-8.520448923,-11.5125432,-9.796742583,-8.458114911,-11.74688878,11,127,15.5363606766667,438.33312961,380.63222149,2013
Poland (N),Tuchola (BT),3,S.magellanicum,53.8296014,17.5632897,24.63210189,-27.36409105,225.1380042,-10.09149659,-8.520448923,-11.5125432,-9.796742583,-8.458114911,-11.74688878,13,127,15.5363606766667,438.33312961,380.63222149,2013
Poland (N),Tuchola (BT),4,S.fuscum,53.8296014,17.5632897,22.92945533,-27.35082168,385.4522293,-10.09149659,-8.520448923,-11.5125432,-9.796742583,-8.458114911,-11.74688878,16,127,15.5363606766667,438.33312961,380.63222149,2013
Poland (N),Linkowo,2,S.magellanicum,52.9544943,15.9308732,21.75079145,-27.14361539,342.760084933333,-9.595250726,-8.115451097,-10.91880155,-9.428315431,-8.053054396,-11.17829783,9,46,16.5399617516667,513.18425783,336.34775893,2013
Poland (N),Linkowo,3,S.fuscum,52.9544943,15.9308732,23.08662271,-28.61957742,286.7303609,-9.595250726,-8.115451097,-10.91880155,-9.428315431,-8.053054396,-11.17829783,13,46,16.5399617516667,513.18425783,336.34775893,2013
Poland (N),Linkowo,4,S.magellanicum,52.9544943,15.9308732,22.49376731,-26.15555782,921.1464967,-9.595250726,-8.115451097,-10.91880155,-9.428315431,-8.053054396,-11.17829783,11,46,16.5399617516667,513.18425783,336.34775893,2013
Poland (N),Linkowo,6,S.fuscum,52.9544943,15.9308732,24.14072803,-27.03848117,189.159235686667,-9.595250726,-8.115451097,-10.91880155,-9.428315431,-8.053054396,-11.17829783,19.5,46,16.5399617516667,513.18425783,336.34775893,2013
"UK, England",Fenns and Whixall Mosses,A,S.magellanicum,52.915,-2.773,23.17270689,-27.355,546.921443733333,-8.27876989,-7.176685333,-9.193771124,-8.282948045,-7.008272894,-9.283689686,8.2,90,14.0132690433333,524.17905812,419.27633555,2013
"UK, England",Fenns and Whixall Mosses,C,S.magellanicum,52.915,-2.773,20.8400271,-28.52222675,123.991507406667,-8.27876989,-7.176685333,-9.193771124,-8.282948045,-7.008272894,-9.283689686,19.5,90,14.0132690433333,524.17905812,419.27633555,2013
"UK,Wales",Cors Fochno,A,S.magellanicum,52.502,-4.011,22.40304502,-28.15295918,199.900920053333,-8.617928942,-7.447927872,-9.608764648,-8.715751286,-7.375715846,-9.704403132,,4,13.3215474433333,514.31887908,568.12258825,2013
"UK,Wales",Cors Fochno,C,S.magellanicum,52.502,-4.011,22.79783219,-29.46125612,93.9278131566667,-8.617928942,-7.447927872,-9.608764648,-8.715751286,-7.375715846,-9.704403132,,4,13.3215474433333,514.31887908,568.12258825,2013
"UK,Wales",Cors Fochno,E,S.fuscum,52.502,-4.011,23.69017373,-29.20602041,59.808917195,-8.617928942,-7.447927872,-9.608764648,-8.715751286,-7.375715846,-9.704403132,,4,13.3215474433333,514.31887908,568.12258825,2013
"UK,Wales",Cors Fochno,G,S.fuscum,52.502,-4.011,23.41236814,-26.79098695,260.552016966667,-8.617928942,-7.447927872,-9.608764648,-8.715751286,-7.375715846,-9.704403132,,4,13.3215474433333,514.31887908,568.12258825,2013
"UK, Scotland",Flanders Moss,A,S.magellanicum,56.151,-4.207,21.5269008,-29.67438776,43.0290162766667,-9.241710107,-8.080453555,-10.22317505,-9.407509794,-8.132562826,-10.34863778,0.7,19,12.4432820625,455.44070884,607.5775559,2013
"UK, Scotland",Flanders Moss,C,S.magellanicum,56.151,-4.207,21.30552598,-26.7298124,170.615711233333,-9.241710107,-8.080453555,-10.22317505,-9.407509794,-8.132562826,-10.34863778,0.6,19,12.4432820625,455.44070884,607.5775559,2013
"UK, Scotland",Moidach More,A,S.magellanicum,57.453,-3.629,21.71102294,-28.73531811,,-10.06937846,-8.816500823,-11.15099978,-9.9720564,-8.79402364,-11.20936381,1.1,274,12.1477142341667,459.28683122,383.3612322,2013
"UK, Scotland",Moidach More,C,S.magellanicum,57.453,-3.629,23.0671586,-28.11112245,33.97027601,-10.06937846,-8.816500823,-11.15099978,-9.9720564,-8.79402364,-11.20936381,,274,12.1477142341667,459.28683122,383.3612322,2013
"UK, Scotland",Forsinard Flows,A,S.magellanicum,58.382,-3.828,21.69316271,-29.03969388,11.96036801,-10.12862082,-8.893227657,-11.18171668,-10.2679355,-8.922297478,-11.26731406,2.3,182,12.337452187,414.40211521,456.973152,2013
"UK, Scotland",Forsinard Flows,C,S.magellanicum,58.382,-3.828,21.8348979,-25.43495106,121.81174806,-10.12862082,-8.893227657,-11.18171668,-10.2679355,-8.922297478,-11.26731406,0,182,12.337452187,414.40211521,456.973152,2013
"UK, Scotland",Forsinard Flows,E,S.fuscum,58.382,-3.828,22.97748926,-26.83255102,146.0438783,-10.12862082,-8.893227657,-11.18171668,-10.2679355,-8.922297478,-11.26731406,9.5,182,12.337452187,414.40211521,456.973152,2013
"UK, Scotland",Forsinard Flows,G,S.fuscum,58.382,-3.828,22.55879222,-28.11643556,58.2590233566667,-10.12862082,-8.893227657,-11.18171668,-10.2679355,-8.922297478,-11.26731406,13.3,182,12.337452187,414.40211521,456.973152,2013
"Bulgaria, Vitosha Mts",Kapaklivets,1,S.fuscum,42.593977,23.280245,21.19198255,-27.53667993,10.1061571136667,-8.734725197,-6.998106559,-10.40091896,-8.677086462,-7.01528246,-10.58303842,28.5,1829,18.38520711,372.94272465,312.03521124,2013
"Bulgaria, Vitosha Mts",Kapaklivets,1,S.magellanicum,42.593977,23.280245,21.59740024,-27.75400469,26.9497523,-8.734725197,-6.998106559,-10.40091896,-8.677086462,-7.01528246,-10.58303842,5.9,1829,18.38520711,372.94272465,312.03521124,2013
"Bulgaria, Vitosha Mts",Kapaklivets,3,S.magellanicum,42.593977,23.280245,20.7030637,-29.13308179,58.1457891033333,-8.734725197,-6.998106559,-10.40091896,-8.677086462,-7.01528246,-10.58303842,48.3,1829,18.38520711,372.94272465,312.03521124,2013
"Bulgaria, Vitosha Mts",Kapaklivets,3,S.fuscum,42.593977,23.280245,22.26200262,-27.42902305,25.2653927833333,-8.734725197,-6.998106559,-10.40091896,-8.677086462,-7.01528246,-10.58303842,38.3,1829,18.38520711,372.94272465,312.03521124,2013
"Bulgaria, Western Stara planina Mts",Petrohan pass,1,S.magellanicum,43.117778,23.1225,21.61194437,-29.91194776,16.2491153566667,-8.396045446,-6.707891464,-9.981874943,-8.360991538,-6.785570593,-10.09685326,24,1376,17.680474855,337.57481144,278.55046882,2013
"Bulgaria, Western Stara planina Mts",Petrohan pass,3,S.magellanicum,43.117778,23.1225,20.79179899,-30.21813176,30.1910828033333,-8.396045446,-6.707891464,-9.981874943,-8.360991538,-6.785570593,-10.09685326,29,1376,17.680474855,337.57481144,278.55046882,2013
"Bulgaria, Western Rodopi Mts",Shiroka Polyana,1,S.fuscum,41.756378,24.144839,23.05908554,-28.5365779,54.64968153,-8.42435654,-6.751588901,-10.05046678,-8.65818319,-6.84571127,-10.26052219,22.2,1544,18.02081197,351.18921737,256.537033315,2013
"Bulgaria, Western Rodopi Mts",Shiroka Polyana,3,S.fuscum,41.756378,24.144839,21.35036428,-28.68437691,92.3566879066667,-8.42435654,-6.751588901,-10.05046678,-8.65818319,-6.84571127,-10.26052219,31.1,1544,18.02081197,351.18921737,256.537033315,2013
"Bulgaria, Western Rodopi Mts",Shiroka Polyana,1,S.magellanicum,41.756378,24.144839,22.72184347,-28.90286705,77.67869781,-8.42435654,-6.751588901,-10.05046678,-8.65818319,-6.84571127,-10.26052219,29.8,1544,18.02081197,351.18921737,256.537033315,2013
"Bulgaria, Western Rodopi Mts",Shiroka Polyana,3,S.magellanicum,41.756378,24.144839,22.46936297,-29.9509484,14.777070064,-8.42435654,-6.751588901,-10.05046678,-8.65818319,-6.84571127,-10.26052219,32.3,1544,18.02081197,351.18921737,256.537033315,2013
"Bulgaria, Central Rhodopes Mts",Chairski lakes,3,S.magellanicum,41.590646,24.446419,24.62609752,-27.98582501,39.7027600833333,-8.158442497,-6.533687194,-9.738643885,-8.637028226,-6.654252172,-10.02262434,32.2,1377,17.8211914066667,341.37996846,218.318359876,2013
"Russia, South of West Siberia",Nikolaevka,1,S.magellanicum,55.1316,79.0316,16.72835821,-28.9964293,197.0700637,-19.96311378,-15.71456814,-22.6987462,-18.43730868,-15.09981573,-22.31537899,40,119,12.6086517341667,379.63858463,325.71052186,2013
"Russia, South of West Siberia",Nikolaevka,4,S.magellanicum,55.1316,79.0316,17.25360395,-28.51407302,396.0410474,-19.96311378,-15.71456814,-22.6987462,-18.43730868,-15.09981573,-22.31537899,23,119,12.6086517341667,379.63858463,325.71052186,2013
"Russia, South of West Siberia",Nikolaevka,2,S.fuscum,55.1316,79.0316,17.88557214,-29.0433585,306.015569733333,-19.96311378,-15.71456814,-22.6987462,-18.43730868,-15.09981573,-22.31537899,50,119,12.6086517341667,379.63858463,325.71052186,2013
"Russia, South of West Siberia",Nikolaevka,3,S.fuscum,55.1316,79.0316,18.72932473,-29.65317153,230.063694266667,-19.96311378,-15.71456814,-22.6987462,-18.43730868,-15.09981573,-22.31537899,32,119,12.6086517341667,379.63858463,325.71052186,2013
"Russia, South of West Siberia",Plotnikovo,1,S.magellanicum,56.85009,82.8311,18.99654399,-26.9927551,403.524416133333,-18.5808177,-14.41998514,-21.52061605,-16.98874046,-13.8533879,-21.21516977,5,118,11.12796936,450.58371136,456.31143115,2013
"Russia, South of West Siberia",Plotnikovo,3,S.magellanicum,56.85009,82.8311,18.88512533,-27.72491843,324.784147233333,-18.5808177,-14.41998514,-21.52061605,-16.98874046,-13.8533879,-21.21516977,15,118,11.12796936,450.58371136,456.31143115,2013
"Russia, South of West Siberia",Plotnikovo,1,S.fuscum,56.85009,82.8311,20.23603587,-26.70295918,399.716914366667,-18.5808177,-14.41998514,-21.52061605,-16.98874046,-13.8533879,-21.21516977,30,118,11.12796936,450.58371136,456.31143115,2013
"Russia, South of West Siberia",Plotnikovo,3,S.fuscum,56.85009,82.8311,18.44188522,-26.86643556,344.7983015,-18.5808177,-14.41998514,-21.52061605,-16.98874046,-13.8533879,-21.21516977,25,118,11.12796936,450.58371136,456.31143115,2013
"Russia, Middle of West Siberia",Niznevartovsk,1,S.magellanicum,60.916,76.8116,19.64291052,-30.89785714,92.0028308466667,-19.65605696,-15.47501008,-23.13564348,-18.74938271,-15.27015494,-22.5588709,25,44,9.6042978925,457.22838157,436.46166588,2013
"Russia, Middle of West Siberia",Niznevartovsk,1,S.fuscum,60.916,76.8116,20.04455446,-27.33561224,541.3375796,-19.65605696,-15.47501008,-23.13564348,-18.74938271,-15.27015494,-22.5588709,15,44,9.6042978925,457.22838157,436.46166588,2013
"Russia, Middle of West Siberia",Niznevartovsk,3,S.fuscum,60.916,76.8116,19.86646434,-28.40495615,265.477707,-19.65605696,-15.47501008,-23.13564348,-18.74938271,-15.27015494,-22.5588709,15,44,9.6042978925,457.22838157,436.46166588,2013
"Russia, North of West Siberia",Tetu-Mamontotay,1,S.magellanicum,63.221,75.7112,18.37014925,-29.52897368,348.450106133333,-19.93398897,-15.53627221,-23.7419076,-18.58045249,-15.16769158,-23.19158101,60,118,7.61838683983333,389.528438804,479.84099208,2013
"Russia, North of West Siberia",Tetu-Mamontotay,2,S.fuscum,63.221,75.7112,18.5641791,-29.16782289,158.7232838,-19.93398897,-15.53627221,-23.7419076,-18.58045249,-15.16769158,-23.19158101,59,118,7.61838683983333,389.528438804,479.84099208,2013
"Russia, North of West Siberia",Tetu-Mamontotay,3,S.fuscum,63.221,75.7112,20.33782246,-26.87833979,253.467799,-19.93398897,-15.53627221,-23.7419076,-18.58045249,-15.16769158,-23.19158101,70,118,7.61838683983333,389.528438804,479.84099208,2013
"Russia, Middle of West Siberia",Pogranichnoe,1,S.magellanicum,62.9707,75.18102,18.26050813,-30.62132653,106.77990093,-19.86228665,-15.48998594,-23.67562294,-18.35297749,-14.985683,-23.16885169,56,103,7.5825439455,391.854832582,501.19712141,2013
"Russia, Middle of West Siberia",Pogranichnoe,3,S.magellanicum,62.9707,75.18102,17.90705615,-31.2542321,67.9405520166667,-19.86228665,-15.48998594,-23.67562294,-18.35297749,-14.985683,-23.16885169,38,103,7.5825439455,391.854832582,501.19712141,2013
"Russia, Middle of West Siberia",Kogalym,1,S.magellanicum,62.230191,74.13096,16.93233831,-28.82911651,116.518046693333,-19.44545348,-15.21502622,-23.19691801,-18.22710825,-14.77249994,-22.67458719,20,75,8.804289755,443.28371997,467.62956192,2013
"Russia, Middle of West Siberia",Kogalym,3,S.magellanicum,62.230191,74.13096,19.77636571,-30.22527024,48.1528662433333,-19.44545348,-15.21502622,-23.19691801,-18.22710825,-14.77249994,-22.67458719,30,75,8.804289755,443.28371997,467.62956192,2013
"Russia, Middle of West Siberia",Kogalym,1,S.fuscum,62.230191,74.13096,18.70248756,-28.02417874,306.1571125,-19.44545348,-15.21502622,-23.19691801,-18.22710825,-14.77249994,-22.67458719,30,75,8.804289755,443.28371997,467.62956192,2013
"Russia, Middle of West Siberia",Kogalym,3,S.fuscum,62.230191,74.13096,19.58478756,-29.70314093,188.2661005,-19.44545348,-15.21502622,-23.19691801,-18.22710825,-14.77249994,-22.67458719,60,75,8.804289755,443.28371997,467.62956192,2013
"Russia, North of West Siberia",Gupkinskoe,1,S.fuscum,64.55025,76.95076,18.94228856,-27.26617017,156.77282377,-20.29189746,-15.73210112,-24.17377043,-18.76759877,-15.36892542,-23.27820626,50,40,7.02524719263333,365.764989713,476.27998618,2013
"Russia, North of West Siberia",Gupkinskoe,4,S.fuscum,64.55025,76.95076,19.03091806,-27.3566184,145.194621356667,-20.29189746,-15.73210112,-24.17377043,-18.76759877,-15.36892542,-23.27820626,10,40,7.02524719263333,365.764989713,476.27998618,2013
"Russia, North of West Siberia",Pangody,1,S.fuscum,65.87059,74.95099,17.09054726,-28.49449092,210.155697133333,-20.83835053,-16.07168627,-24.94688606,-19.12984376,-15.4005733,-24.39309494,15,62,5.82597757963333,347.3158840822,418.51450868,2013
"Russia, North of West Siberia",Pangody,3,S.fuscum,65.87059,74.95099,17.98767071,-29.16061595,200.288747333333,-20.83835053,-16.07168627,-24.94688606,-19.12984376,-15.4005733,-24.39309494,20,62,5.82597757963333,347.3158840822,418.51450868,2013
"Russia, North of West Siberia",Hanimey,2,S.fuscum,63.78,75.55,17.0609,-26.4634,145.647558366667,-20.1287818,-15.62877337,-24.03065825,-18.64367103,-15.20093987,-23.28052711,100,66,5.76044616846667,366.946092432,620.83666718,2014
"Russia, North of West Siberia",Hanimey,4,S.fuscum,63.78,75.55,17.6508,-25.9128,653.2767162,-20.1287818,-15.62877337,-24.03065825,-18.64367103,-15.20093987,-23.28052711,41,66,5.76044616846667,366.946092432,620.83666718,2014
"Russia, North of West Siberia",Hanimey,2,S.magellanicum,63.78,75.55,15.2903,-31.0966,129.936305733333,-20.1287818,-15.62877337,-24.03065825,-18.64367103,-15.20093987,-23.28052711,43,66,5.76044616846667,366.946092432,620.83666718,2014
"Russia, North of West Siberia",Hanimey,4,S.magellanicum,63.78,75.55,15.5662,-29.1379,99.8726114533333,-20.1287818,-15.62877337,-24.03065825,-18.64367103,-15.20093987,-23.28052711,50,66,5.76044616846667,366.946092432,620.83666718,2014
"Russia, Komi Republic",Ust-pozheg,1,S.magellanicum,61.94259,50.273818,20.19389146,-30.36394245,28.66242038,-15.61125771,-12.55791998,-18.4262619,-15.09333211,-12.20353881,-18.32777434,20,86,11.5564768489667,545.49774704,464.65091207,2013
"Russia, Komi Republic",Ust-pozheg,1,S.fuscum,61.94259,50.273818,20.93927825,-29.78645036,202.0948337,-15.61125771,-12.55791998,-18.4262619,-15.09333211,-12.20353881,-18.32777434,30,86,11.5564768489667,545.49774704,464.65091207,2013
"Russia, Komi Republic",Ust-pozheg,3,S.magellanicum,61.94259,50.273818,20.12063733,-30.10289619,138.726114643333,-15.61125771,-12.55791998,-18.4262619,-15.09333211,-12.20353881,-18.32777434,15,86,11.5564768489667,545.49774704,464.65091207,2013
"Russia, Komi Republic",Ust-pozheg,3,S.fuscum,61.94259,50.273818,20.51138088,-30.22119111,63.3121019133333,-15.61125771,-12.55791998,-18.4262619,-15.09333211,-12.20353881,-18.32777434,40,86,11.5564768489667,545.49774704,464.65091207,2013
"Russia, Komi Republic",Kuzobnjur,6,S.fuscum,61.838269,53.297717,22.3191528,-26.17457402,133.085633413333,-16.12669055,-12.92293421,-19.10377908,-15.63065507,-12.73761735,-19.10337706,40,117,10.8707265213333,512.09603929,505.2889238,2013
"Russia, Komi Republic",Kuzobnjur,8,S.fuscum,61.838269,53.297717,20.76270865,-27.74515603,121.330502476667,-16.12669055,-12.92293421,-19.10377908,-15.63065507,-12.73761735,-19.10337706,45,117,10.8707265213333,512.09603929,505.2889238,2013
"Russia, Middle of West Siberia",Mukhrino,2,S.magellanicum,60.8996,68.68764,15.9143,-29.7201,116.518046686667,-18.2254401,-14.40418577,-21.9806571,-16.7567404,-13.72800965,-21.44275765,40,34,10.4534444173333,465.40340837,450.40951882,2013
"Russia, Middle of West Siberia",Mukhrino,1,S.fuscum,60.8996,68.68764,17.5726,-29.9097,470.997876875,-18.2254401,-14.40418577,-21.9806571,-16.7567404,-13.72800965,-21.44275765,25,34,9.1290679935,477.42227876,666.13336011,2014
"Russia, Middle of West Siberia",Mukhrino,2,S.fuscum,60.89906,68.68948,18.9724,-26.5286,833.64118905,-18.2254401,-14.40418577,-21.9806571,-16.7567404,-13.72800965,-21.44275765,40,34,9.1290679935,477.42227876,666.13336011,2014
"Russia, Middle of West Siberia",Kondinskie Lakes,1,S.magellanicum,60.85283,63.5235,21.20107263,-30.05887154,238.5279547,-17.94900107,-14.23044602,-21.54193306,-17.26858034,-14.41049113,-20.68187972,16,71,10.8880401625,479.1847597,356.77465452,2013
"Russia, Middle of West Siberia",Kondinskie Lakes,3,S.magellanicum,60.85411,63.51699,19.80861153,-30.46491944,76.94267514,-17.94900107,-14.23044602,-21.54193306,-17.26858034,-14.41049113,-20.68187972,42,68,10.8880401625,479.1847597,356.77465452,2013
"Canada, NT (S)",Scotty Creek,1,S.magellanicum,61.308833,-121.305166,12.57313433,-28.9688839,43.4781316333333,-21.26576511,-17.86744547,-24.99429226,-19.50998013,-17.30865418,-24.81821047,12.2,282,12.3997436518333,392.79440987,324.76089753,2013
"Canada, NT (S)",Scotty Creek,3,S.magellanicum,61.308833,-121.305166,12.89757208,-27.08331634,14.4934182613333,-21.26576511,-17.86744547,-24.99429226,-19.50998013,-17.30865418,-24.81821047,9.5,282,12.3997436518333,392.79440987,324.76089753,2013
"Canada, NT (S)",Scotty Creek,1,S.fuscum,61.308833,-121.305166,14.54726368,-30.41858804,44.9900636966667,-21.26576511,-17.86744547,-24.99429226,-19.50998013,-17.30865418,-24.81821047,16,282,12.3997436518333,392.79440987,324.76089753,2013
"Canada, NT (S)",Scotty Creek,3,S.fuscum,61.308833,-121.305166,14.45011381,-30.17836019,51.1333333333333,-21.26576511,-17.86744547,-24.99429226,-19.50998013,-17.30865418,-24.81821047,33,282,12.3997436518333,392.79440987,324.76089753,2013
"Canada, ON (E) ",Mer Bleue,1,S.magellanicum,45.40944166,-75.518708,19.68030179,-29.98336904,,-10.99063651,-7.877093156,-13.91876292,-10.30772685,-7.826113007,-13.93900437,34,68,16.87532959,643.82676573,564.99957279,2013
"Canada, ON (E) ",Mer Bleue,3,S.magellanicum,45.40944166,-75.518708,19.15326252,-30.26504181,,-10.99063651,-7.877093156,-13.91876292,-10.30772685,-7.826113007,-13.93900437,32,68,16.87532959,643.82676573,564.99957279,2013
"USA, New York",Bloomindale Bog,1,S.fuscum,44.383778,-74.140796,21.201425,-28.16075135,158.84600144,-11.75886142,-8.543009837,-14.8413806,-10.57987249,-8.380998149,-14.48011729,,474,15.6537058515,654.69646436,705.22473107,2013
"USA, New York",Bloomindale Bog,2,S.fuscum,44.383778,-74.140796,22.55609418,-27.80375675,166.957112506667,-11.75886142,-8.543009837,-14.8413806,-10.57987249,-8.380998149,-14.48011729,,474,15.6537058515,654.69646436,705.22473107,2013
"USA, New York",Bloomindale Bog,3,S.fuscum,44.383778,-74.140796,21.89918876,-28.59246575,67.26242037,-11.75886142,-8.543009837,-14.8413806,-10.57987249,-8.380998149,-14.48011729,,474,15.6537058515,654.69646436,705.22473107,2013
"USA, New York",Bloomindale Bog,4,S.fuscum,44.383778,-74.140796,20.83864266,-27.34817352,439.917905166667,-11.75886142,-8.543009837,-14.8413806,-10.57987249,-8.380998149,-14.48011729,,474,15.6537058515,654.69646436,705.22473107,2013
"USA, Maine",Great Waas Island,1,S.fuscum,44.472147,-67.582071,21.59447962,-29.19972869,319.62908705,-10.03902078,-7.487976551,-12.55881715,-9.590767389,-7.439747022,-12.32843333,41,15,14.657017008,612.56618774,659.50401719,2013
"USA, Maine",Great Waas Island,2,S.fuscum,44.472147,-67.582071,21.70528294,-28.57153292,270.188959666667,-10.03902078,-7.487976551,-12.55881715,-9.590767389,-7.439747022,-12.32843333,30,15,14.657017008,612.56618774,659.50401719,2013
"USA, Maine",Great Waas Island,3,S.fuscum,44.472147,-67.582071,22.55114761,-29.20181572,331.899646133333,-10.03902078,-7.487976551,-12.55881715,-9.590767389,-7.439747022,-12.32843333,39,15,14.657017008,612.56618774,659.50401719,2013
"USA, Maine",Great Waas Island,4,S.fuscum,44.472147,-67.582071,22.54521171,-28.55692372,254.4433121,-10.03902078,-7.487976551,-12.55881715,-9.590767389,-7.439747022,-12.32843333,46,15,14.657017008,612.56618774,659.50401719,2013
"USA, Maine",Great Waas Island,1,S.magellanicum,44.472147,-67.582071,21.10575782,-31.14692685,112.980042436667,-10.03902078,-7.487976551,-12.55881715,-9.590767389,-7.439747022,-12.32843333,49,15,14.657017008,612.56618774,659.50401719,2013
"USA, Maine",Great Waas Island,2,S.magellanicum,44.472147,-67.582071,20.67144836,-31.26797454,103.004953993333,-10.03902078,-7.487976551,-12.55881715,-9.590767389,-7.439747022,-12.32843333,58,15,14.657017008,612.56618774,659.50401719,2013
"USA, New York",Greenwoods Conservancy,1,S.fuscum,42.71707,-75.0990505,21.53745427,-27.62525944,140.193347503333,-10.50728854,-7.474998315,-13.38437057,-9.381620964,-7.303741294,-12.76658141,,545,16.4624674483333,701.33521455,728.93399818,2013
"USA, New York",Greenwoods Conservancy,2,S.fuscum,42.71707,-75.0990505,21.25919507,-26.28237858,210.980325533333,-10.50728854,-7.474998315,-13.38437057,-9.381620964,-7.303741294,-12.76658141,,545,16.4624674483333,701.33521455,728.93399818,2013
"USA, New York",Greenwoods Conservancy,3,S.fuscum,42.71707,-75.0990505,21.65299442,-25.71367787,111.97622082,-10.50728854,-7.474998315,-13.38437057,-9.381620964,-7.303741294,-12.76658141,,545,16.4624674483333,701.33521455,728.93399818,2013
"USA, New York",Greenwoods Conservancy,4,S.fuscum,42.71707,-75.0990505,21.49508954,-28.45547945,128.463694285,-10.50728854,-7.474998315,-13.38437057,-9.381620964,-7.303741294,-12.76658141,,545,16.4624674483333,701.33521455,728.93399818,2013
"USA, New York",Greenwoods Conservancy,1,S.magellanicum,42.71707,-75.0990505,20.02965531,-29.51712329,219.907997166667,-10.50728854,-7.474998315,-13.38437057,-9.381620964,-7.303741294,-12.76658141,,545,16.4624674483333,701.33521455,728.93399818,2013
"USA, New York",Greenwoods Conservancy,2,S.magellanicum,42.71707,-75.0990505,20.48026189,-28.89653383,110.560509543333,-10.50728854,-7.474998315,-13.38437057,-9.381620964,-7.303741294,-12.76658141,,545,16.4624674483333,701.33521455,728.93399818,2013
"USA, New York",Greenwoods Conservancy,3,S.magellanicum,42.71707,-75.0990505,20.60061621,-27.24854711,22.03821656,-10.50728854,-7.474998315,-13.38437057,-9.381620964,-7.303741294,-12.76658141,,545,16.4624674483333,701.33521455,728.93399818,2013
"USA, New York",Greenwoods Conservancy,4,S.magellanicum,42.71707,-75.0990505,20.12016176,-28.33094645,205.4819533,-10.50728854,-7.474998315,-13.38437057,-9.381620964,-7.303741294,-12.76658141,,545,16.4624674483333,701.33521455,728.93399818,2013
"USA, New York",Lake Desolation,1,S.fuscum,43.162063,-73.977556,20.64683227,-27.94489415,510.525831566667,-10.36611911,-7.384649356,-13.1919663,-9.233003323,-7.266567014,-12.4299052,36,514,18.078378295,732.91079965,700.87144133,2013
"USA, New York",Lake Desolation,2,S.fuscum,43.162063,-73.977556,21.13113807,-28.20108526,381.3031847,-10.36611911,-7.384649356,-13.1919663,-9.233003323,-7.266567014,-12.4299052,50,514,18.078378295,732.91079965,700.87144133,2013
"USA, New York",Lake Desolation,3,S.fuscum,43.162063,-73.977556,20.47737339,-29.13085673,449.086341133333,-10.36611911,-7.384649356,-13.1919663,-9.233003323,-7.266567014,-12.4299052,50,514,18.078378295,732.91079965,700.87144133,2013
"USA, New York",Lake Desolation,4,S.fuscum,43.162063,-73.977556,22.04679376,-29.31973286,474.499363066667,-10.36611911,-7.384649356,-13.1919663,-9.233003323,-7.266567014,-12.4299052,48,514,18.078378295,732.91079965,700.87144133,2013
"USA, New York",Lake Desolation,1,S.magellanicum,43.162063,-73.977556,20.86828423,-27.91894977,109.248407656667,-10.36611911,-7.384649356,-13.1919663,-9.233003323,-7.266567014,-12.4299052,21,514,18.078378295,732.91079965,700.87144133,2013
